,predictions,labels
17042,66,108
17043,68,45
17044,62,126
17045,87,141
17046,83,152
17047,102,154
17048,122,156
17049,102,152
17050,105,158
17051,125,152
17052,97,140
17053,96,142
17054,112,129
17055,91,114
17056,72,108
17057,71,82
17058,51,64
17059,63,77
17060,69,77
17061,66,137
17062,102,149
17063,85,105
17064,58,108
17065,68,117
17066,93,175
17067,137,225
17068,130,187
17069,109,173
17070,107,181
17071,107,177
17072,96,172
17073,94,198
17074,114,186
17075,134,97
17076,44,84
17077,36,120
17078,79,114
17079,61,82
17080,58,68
17081,51,35
17082,21,24
17083,22,17
17084,17,27
17085,21,58
17086,44,82
17087,44,11
17088,11,11
17089,11,13
17090,10,13
17091,13,82
17092,57,161
17093,97,181
17094,109,161
17095,91,127
17096,71,133
17097,70,159
17098,78,105
17099,58,60
17100,35,63
17101,37,50
17102,32,54
17103,36,49
17104,30,16
17105,10,9
17106,9,9
17107,10,33
17108,25,15
17109,13,10
17110,13,37
17111,24,20
17112,10,5
17113,8,9
17114,8,9
17115,9,40
17116,27,149
17117,94,155
17118,86,120
17119,69,117
17120,70,114
17121,63,149
17122,74,161
17123,138,158
17124,121,152
17125,111,152
17126,106,131
17127,92,101
17128,75,88
17129,62,68
17130,49,59
17131,57,72
17132,63,127
17133,104,167
17134,127,148
17135,110,119
17136,79,101
17137,70,124
17138,97,199
17139,140,195
17140,135,186
17141,123,179
17142,118,195
17143,123,198
17144,117,191
17145,114,211
17146,126,127
17147,117,122
17148,88,120
17149,87,131
17150,95,134
17151,95,112
17152,75,33
17153,26,26
17154,30,54
17155,59,59
17156,59,81
17157,71,142
17158,102,124
17159,82,116
17160,79,127
17161,91,144
17162,98,230
17163,146,215
17164,135,190
17165,117,170
17166,102,183
17167,108,179
17168,102,195
17169,106,218
17170,121,101
17171,74,95
17172,80,99
17173,88,101
17174,74,93
17175,73,97
17176,78,27
17177,10,7
17178,11,19
17179,42,21
17180,36,31
17181,42,49
17182,48,56
17183,47,131
17184,142,230
17185,159,241
17186,148,249
17187,141,122
17188,104,176
17189,106,183
17190,104,192
17191,100,199
17192,104,70
17193,47,59
17194,40,56
17195,35,56
17196,39,47
17197,32,49
17198,33,39
17199,35,33
17200,30,40
17201,39,47
17202,49,90
17203,68,141
17204,115,141
17205,109,159
17206,130,158
17207,123,114
17208,81,99
17209,82,110
17210,93,126
17211,117,159
17212,129,138
17213,91,138
17214,91,131
17215,85,131
17216,83,166
17217,145,177
17218,140,166
17219,121,170
17220,131,154
17221,106,130
17222,79,94
17223,57,64
17224,39,70
17225,61,93
17226,85,145
17227,119,166
17228,118,147
17229,104,131
17230,87,97
17231,60,172
17232,131,175
17233,112,169
17234,109,178
17235,111,169
17236,101,149
17237,89,170
17238,103,207
17239,144,151
17240,80,110
17241,51,63
17242,31,47
17243,24,45
17244,30,50
17245,35,51
17246,41,51
17247,33,54
17248,63,116
17249,94,142
17250,98,131
17251,91,133
17252,86,127
17253,93,138
17254,93,114
17255,69,101
17256,84,113
17257,104,129
17258,104,167
17259,144,186
17260,112,161
17261,103,163
17262,99,152
17263,113,142
17264,100,131
17265,85,127
17266,102,137
17267,99,130
17268,94,124
17269,83,101
17270,74,61
17271,57,68
17272,89,158
17273,142,170
17274,136,148
17275,95,129
17276,94,109
17277,83,127
17278,109,198
17279,149,183
17280,116,172
17281,114,166
17282,119,170
17283,118,175
17284,100,159
17285,99,169
17286,109,113
17287,114,108
17288,81,99
17289,78,108
17290,96,110
17291,89,120
17292,83,105
17293,64,66
17294,48,35
17295,51,42
17296,56,45
17297,48,75
17298,67,37
17299,17,34
17300,26,114
17301,112,169
17302,136,224
17303,142,218
17304,122,170
17305,94,158
17306,106,169
17307,105,179
17308,112,191
17309,101,204
17310,106,155
17311,122,142
17312,100,133
17313,90,131
17314,89,141
17315,95,117
17316,80,113
17317,81,75
17318,53,59
17319,51,60
17320,60,122
17321,97,176
17322,120,149
17323,102,143
17324,92,110
17325,74,172
17326,110,241
17327,149,192
17328,127,187
17329,120,186
17330,117,187
17331,117,184
17332,108,200
17333,114,226
17334,128,211
17335,127,220
17336,133,229
17337,146,227
17338,164,211
17339,136,197
17340,122,181
17341,121,179
17342,130,179
17343,131,187
17344,143,136
17345,63,15
17346,9,11
17347,9,5
17348,8,5
17349,9,5
17350,7,4
17351,7,10
17352,8,15
17353,9,8
17354,15,19
17355,13,5
17356,11,5
17357,10,4
17358,11,172
17359,130,184
17360,114,163
17361,102,170
17362,100,172
17363,87,176
17364,99,183
17365,108,206
17366,136,190
17367,107,169
17368,96,99
17369,37,11
17370,13,9
17371,16,10
17372,15,5
17373,12,11
17374,12,9
17375,12,7
17376,11,13
17377,14,14
17378,14,9
17379,14,10
17380,13,11
17381,12,9
17382,14,138
17383,101,213
17384,141,164
17385,89,149
17386,84,154
17387,81,148
17388,79,151
17389,77,146
17390,84,149
17391,80,158
17392,92,23
17393,11,4
17394,10,10
17395,10,9
17396,9,3
17397,8,5
17398,7,3
17399,8,3
17400,8,9
17401,9,7
17402,9,7
17403,10,3
17404,10,5
17405,9,8
17406,10,217
17407,147,227
17408,148,229
17409,147,235
17410,146,236
17411,161,233
17412,156,225
17413,151,213
17414,163,207
17415,152,204
17416,158,155
17417,76,37
17418,10,11
17419,11,7
17420,11,10
17421,10,7
17422,9,5
17423,10,7
17424,10,9
17425,12,11
17426,17,13
17427,17,11
17428,17,8
17429,15,9
17430,15,213
17431,147,221
17432,137,234
17433,129,228
17434,139,198
17435,123,198
17436,119,194
17437,127,186
17438,129,181
17439,127,195
17440,139,167
17441,87,34
17442,11,14
17443,17,10
17444,12,14
17445,14,11
17446,11,9
17447,11,8
17448,12,11
17449,13,8
17450,15,8
17451,15,5
17452,16,3
17453,18,7
17454,17,215
17455,156,254
17456,161,250
17457,145,263
17458,149,260
17459,147,204
17460,132,191
17461,126,190
17462,123,186
17463,125,212
17464,151,211
17465,112,95
17466,12,11
17467,10,7
17468,8,5
17469,8,3
17470,8,3
17471,8,3
17472,9,5
17473,11,5
17474,12,5
17475,11,3
17476,13,10
17477,17,10
17478,16,122
17479,94,122
17480,87,120
17481,84,120
17482,87,124
17483,89,130
17484,83,124
17485,94,129
17486,81,134
17487,91,145
17488,114,161
17489,130,124
17490,23,3
17491,6,4
17492,6,3
17493,6,5
17494,6,3
17495,6,5
17496,6,8
17497,7,7
17498,7,5
17499,9,9
17500,10,5
17501,11,3
17502,9,200
17503,129,210
17504,121,208
17505,122,220
17506,127,229
17507,145,227
17508,140,221
17509,135,203
17510,126,204
17511,137,194
17512,129,159
17513,73,34
17514,11,5
17515,11,10
17516,11,5
17517,11,8
17518,10,3
17519,11,7
17520,11,5
17521,13,11
17522,16,15
17523,16,13
17524,16,8
17525,15,3
17526,15,164
17527,128,154
17528,106,140
17529,95,135
17530,94,131
17531,87,130
17532,81,124
17533,76,119
17534,66,126
17535,92,152
17536,110,186
17537,110,191
17538,92,149
17539,17,19
17540,8,3
17541,8,3
17542,7,5
17543,6,8
17544,7,11
17545,8,8
17546,7,3
17547,9,9
17548,10,10
17549,11,7
17550,12,186
17551,130,204
17552,137,203
17553,133,212
17554,128,218
17555,120,222
17556,137,208
17557,158,194
17558,150,185
17559,141,189
17560,160,173
17561,71,37
17562,15,13
17563,18,10
17564,17,7
17565,13,9
17566,12,8
17567,12,7
17568,12,8
17569,16,19
17570,19,18
17571,18,11
17572,16,5
17573,14,5
17574,14,200
17575,128,218
17576,119,200
17577,114,187
17578,103,178
17579,101,181
17580,107,172
17581,105,170
17582,113,175
17583,116,178
17584,130,190
17585,67,29
17586,7,5
17587,9,4
17588,8,8
17589,8,5
17590,7,3
17591,7,4
17592,9,5
17593,12,8
17594,14,5
17595,14,3
17596,13,7
17597,13,4
17598,13,234
17599,143,221
17600,125,234
17601,124,241
17602,127,246
17603,135,239
17604,128,219
17605,134,199
17606,131,189
17607,129,192
17608,136,179
17609,87,47
17610,12,9
17611,11,10
17612,10,5
17613,10,10
17614,8,10
17615,9,11
17616,10,14
17617,11,11
17618,13,10
17619,13,10
17620,15,9
17621,13,5
17622,12,3
17623,8,9
17624,9,11
17625,14,9
17626,8,9
17627,7,8
17628,7,5
17629,8,7
17630,8,11
17631,8,11
17632,10,15
17633,10,22
17634,9,10
17635,7,13
17636,7,9
17637,8,9
17638,10,19
17639,22,35
17640,28,37
17641,35,45
17642,36,53
17643,33,54
17644,38,54
17645,34,56
17646,32,11
17647,7,9
17648,9,10
17649,10,4
17650,9,14
17651,9,11
17652,9,10
17653,10,15
17654,10,14
17655,9,20
17656,11,13
17657,10,11
17658,8,15
17659,8,9
17660,8,9
17661,9,15
17662,10,13
17663,13,17
17664,21,27
17665,31,44
17666,30,63
17667,28,37
17668,20,34
17669,22,32
17670,21,4
17671,5,11
17672,7,5
17673,8,5
17674,9,16
17675,9,15
17676,9,11
17677,10,13
17678,9,11
17679,9,14
17680,9,13
17681,9,9
17682,8,9
17683,7,11
17684,8,11
17685,9,14
17686,11,15
17687,13,19
17688,16,27
17689,21,24
17690,22,34
17691,24,27
17692,20,27
17693,19,24
17694,20,7
17695,6,7
17696,6,8
17697,6,8
17698,7,9
17699,6,10
17700,7,9
17701,7,10
17702,7,11
17703,9,9
17704,9,19
17705,12,15
17706,8,11
17707,8,13
17708,8,15
17709,9,16
17710,11,27
17711,23,37
17712,33,45
17713,38,54
17714,39,63
17715,44,65
17716,43,63
17717,40,61
17718,37,9
17719,7,10
17720,7,11
17721,8,11
17722,8,11
17723,8,10
17724,7,8
17725,7,10
17726,8,15
17727,11,13
17728,11,9
17729,11,15
17730,11,11
17731,9,13
17732,9,14
17733,11,13
17734,14,27
17735,25,37
17736,31,47
17737,38,54
17738,34,56
17739,39,54
17740,37,61
17741,37,68
17742,35,8
17743,7,11
17744,7,10
17745,9,10
17746,10,11
17747,9,7
17748,8,8
17749,7,7
17750,9,11
17751,11,10
17752,10,13
17753,10,17
17754,9,14
17755,11,14
17756,11,11
17757,14,31
17758,28,37
17759,30,54
17760,40,59
17761,41,73
17762,38,71
17763,37,71
17764,38,51
17765,24,37
17766,25,8
17767,9,3
17768,7,4
17769,6,7
17770,9,5
17771,7,8
17772,7,13
17773,9,20
17774,18,21
17775,17,18
17776,12,18
17777,12,10
17778,7,5
17779,6,5
17780,6,4
17781,6,5
17782,7,5
17783,9,7
17784,12,14
17785,33,45
17786,22,31
17787,18,23
17788,15,24
17789,18,32
17790,22,3
17791,7,3
17792,7,5
17793,8,7
17794,9,5
17795,7,10
17796,7,9
17797,8,4
17798,8,5
17799,9,14
17800,13,11
17801,8,11
17802,8,11
17803,8,7
17804,7,11
17805,8,16
17806,10,21
17807,17,35
17808,32,40
17809,33,44
17810,36,51
17811,39,56
17812,38,53
17813,35,54
17814,33,8
17815,7,8
17816,7,16
17817,12,22
17818,10,16
17819,9,13
17820,9,10
17821,9,14
17822,9,13
17823,9,11
17824,8,7
17825,7,8
17826,6,5
17827,6,3
17828,5,5
17829,6,7
17830,6,9
17831,7,9
17832,8,11
17833,15,23
17834,39,56
17835,50,75
17836,53,105
17837,60,114
17838,42,8
17839,6,5
17840,6,9
17841,7,10
17842,8,9
17843,8,11
17844,7,11
17845,7,15
17846,8,14
17847,11,11
17848,11,13
17849,12,11
17850,9,19
17851,9,13
17852,8,18
17853,11,20
17854,15,27
17855,28,37
17856,30,35
17857,27,41
17858,34,45
17859,33,60
17860,37,56
17861,32,58
17862,31,4
17863,7,5
17864,7,10
17865,10,8
17866,10,8
17867,8,9
17868,7,5
17869,7,8
17870,8,9
17871,11,13
17872,8,11
17873,9,10
17874,7,5
17875,7,11
17876,7,13
17877,11,18
17878,16,29
17879,30,35
17880,36,47
17881,38,50
17882,38,54
17883,37,56
17884,35,58
17885,42,61
17886,38,9
17887,6,7
17888,6,9
17889,7,9
17890,8,9
17891,8,11
17892,7,11
17893,8,7
17894,7,15
17895,10,14
17896,10,14
17897,9,18
17898,10,15
17899,9,14
17900,8,15
17901,10,16
17902,14,35
17903,24,37
17904,31,43
17905,36,47
17906,41,56
17907,42,63
17908,41,67
17909,43,74
17910,40,61
17911,36,71
17912,55,68
17913,37,73
17914,41,26
17915,12,19
17916,11,24
17917,13,17
17918,9,20
17919,15,19
17920,13,18
17921,17,31
17922,21,45
17923,22,44
17924,25,45
17925,24,41
17926,24,41
17927,29,45
17928,36,47
17929,43,51
17930,43,56
17931,47,59
17932,49,68
17933,47,71
17934,42,33
17935,19,35
17936,22,31
17937,18,34
17938,16,26
17939,19,35
17940,30,74
17941,42,85
17942,42,49
17943,30,45
17944,35,50
17945,38,71
17946,42,91
17947,57,81
17948,46,61
17949,38,60
17950,35,49
17951,32,42
17952,27,45
17953,31,75
17954,47,67
17955,40,73
17956,43,75
17957,38,47
17958,35,32
17959,18,29
17960,15,27
17961,16,29
17962,14,23
17963,18,24
17964,16,27
17965,18,20
17966,27,35
17967,44,49
17968,44,58
17969,48,92
17970,70,87
17971,61,88
17972,62,84
17973,58,59
17974,37,50
17975,35,41
17976,32,50
17977,35,73
17978,54,63
17979,40,77
17980,53,80
17981,50,113
17982,59,71
17983,41,68
17984,59,73
17985,68,75
17986,69,50
17987,34,27
17988,18,22
17989,13,15
17990,11,18
17991,14,24
17992,18,29
17993,17,27
17994,20,37
17995,25,41
17996,27,43
17997,30,39
17998,29,45
17999,34,49
18000,47,54
18001,54,71
18002,62,84
18003,69,87
18004,64,93
18005,64,98
18006,68,56
18007,45,43
18008,38,35
18009,24,42
18010,37,56
18011,40,29
18012,21,33
18013,24,22
18014,15,20
18015,13,20
18016,19,29
18017,25,44
18018,28,49
18019,27,43
18020,29,41
18021,30,42
18022,30,40
18023,29,51
18024,43,65
18025,53,65
18026,56,68
18027,56,81
18028,53,89
18029,56,93
18030,56,35
18031,34,35
18032,25,33
18033,25,24
18034,17,45
18035,49,56
18036,46,41
18037,22,22
18038,17,24
18039,27,37
18040,47,42
18041,37,53
18042,37,53
18043,36,47
18044,25,45
18045,29,45
18046,35,51
18047,43,56
18048,55,68
18049,64,81
18050,65,81
18051,67,85
18052,55,75
18053,48,68
18054,49,29
18055,20,24
18056,17,22
18057,12,23
18058,14,18
18059,10,19
18060,10,13
18061,11,15
18062,10,18
18063,14,22
18064,17,23
18065,15,19
18066,14,14
18067,11,11
18068,10,7
18069,9,11
18070,10,11
18071,15,17
18072,19,21
18073,22,45
18074,32,39
18075,31,27
18076,25,37
18077,25,41
18078,30,59
18079,50,67
18080,55,105
18081,90,105
18082,75,59
18083,36,43
18084,25,35
18085,19,20
18086,13,18
18087,14,20
18088,16,24
18089,14,31
18090,16,29
18091,17,39
18092,24,45
18093,28,34
18094,22,40
18095,28,47
18096,40,51
18097,47,56
18098,52,58
18099,47,71
18100,50,80
18101,53,87
18102,54,84
18103,61,65
18104,38,50
18105,25,39
18106,20,27
18107,14,18
18108,11,14
18109,10,10
18110,10,10
18111,10,11
18112,10,11
18113,10,16
18114,11,18
18115,9,16
18116,8,8
18117,9,5
18118,8,3
18119,13,16
18120,28,32
18121,35,35
18122,36,50
18123,75,110
18124,67,105
18125,64,161
18126,81,56
18127,24,68
18128,41,68
18129,43,59
18130,44,50
18131,37,45
18132,25,27
18133,14,29
18134,23,16
18135,16,19
18136,19,27
18137,26,34
18138,26,34
18139,24,37
18140,27,39
18141,28,42
18142,32,42
18143,32,42
18144,43,47
18145,41,50
18146,45,54
18147,48,68
18148,49,74
18149,52,84
18150,53,49
18151,47,49
18152,44,45
18153,39,49
18154,40,54
18155,40,64
18156,40,61
18157,41,45
18158,28,32
18159,25,31
18160,26,66
18161,41,40
18162,24,40
18163,27,41
18164,21,35
18165,22,44
18166,36,45
18167,32,40
18168,51,56
18169,55,63
18170,56,66
18171,68,77
18172,63,75
18173,57,77
18174,60,77
18175,52,72
18176,55,68
18177,51,56
18178,44,59
18179,43,39
18180,22,22
18181,14,17
18182,11,13
18183,11,21
18184,14,29
18185,20,37
18186,26,35
18187,25,37
18188,28,45
18189,28,47
18190,34,49
18191,34,51
18192,40,56
18193,49,70
18194,57,81
18195,61,97
18196,61,98
18197,61,103
18198,62,94
18199,76,105
18200,72,89
18201,66,145
18202,102,184
18203,110,186
18204,108,186
18205,101,156
18206,72,120
18207,65,131
18208,79,134
18209,91,156
18210,100,169
18211,106,191
18212,127,229
18213,123,215
18214,120,224
18215,125,228
18216,124,206
18217,119,197
18218,118,198
18219,120,217
18220,124,235
18221,132,242
18222,128,65
18223,30,149
18224,92,134
18225,60,67
18226,22,68
18227,28,61
18228,29,51
18229,29,53
18230,28,61
18231,34,103
18232,60,119
18233,81,107
18234,64,110
18235,64,129
18236,67,152
18237,78,161
18238,86,161
18239,83,175
18240,104,219
18241,129,228
18242,126,221
18243,113,215
18244,111,246
18245,120,218
18246,94,110
18247,65,105
18248,54,53
18249,24,54
18250,27,54
18251,28,59
18252,34,59
18253,36,65
18254,36,65
18255,30,82
18256,43,124
18257,74,101
18258,65,110
18259,64,117
18260,65,127
18261,74,141
18262,86,152
18263,91,166
18264,97,177
18265,101,175
18266,96,199
18267,108,203
18268,104,199
18269,110,192
18270,97,113
18271,78,122
18272,80,138
18273,93,136
18274,83,146
18275,87,161
18276,120,184
18277,129,192
18278,110,211
18279,149,225
18280,164,221
18281,156,206
18282,144,228
18283,153,230
18284,151,230
18285,137,190
18286,106,187
18287,114,199
18288,127,226
18289,153,219
18290,161,219
18291,157,235
18292,163,255
18293,165,256
18294,173,99
18295,46,103
18296,66,114
18297,78,109
18298,94,107
18299,82,122
18300,85,131
18301,86,170
18302,94,156
18303,111,131
18304,95,148
18305,105,149
18306,106,186
18307,122,213
18308,130,218
18309,126,200
18310,116,220
18311,148,213
18312,143,202
18313,133,195
18314,130,200
18315,135,212
18316,135,217
18317,138,227
18318,141,82
18319,58,81
18320,68,73
18321,62,72
18322,58,68
18323,47,68
18324,51,68
18325,64,81
18326,66,105
18327,91,110
18328,80,112
18329,85,124
18330,87,147
18331,102,179
18332,126,207
18333,138,218
18334,121,211
18335,133,210
18336,140,217
18337,143,225
18338,136,228
18339,139,230
18340,127,224
18341,126,227
18342,122,43
18343,24,43
18344,24,39
18345,22,37
18346,23,37
18347,22,37
18348,20,35
18349,18,42
18350,28,41
18351,32,53
18352,44,56
18353,42,64
18354,49,93
18355,71,117
18356,92,120
18357,90,131
18358,100,140
18359,103,149
18360,107,181
18361,124,187
18362,126,183
18363,114,181
18364,87,172
18365,94,175
18366,102,108
18367,91,141
18368,124,176
18369,139,199
18370,148,203
18371,136,218
18372,139,233
18373,134,221
18374,131,208
18375,123,215
18376,129,207
18377,126,218
18378,134,230
18379,145,222
18380,137,239
18381,135,237
18382,130,170
18383,83,179
18384,108,200
18385,119,222
18386,144,219
18387,142,229
18388,143,264
18389,150,269
18390,154,203
18391,158,215
18392,100,147
18393,61,109
18394,55,93
18395,46,77
18396,39,73
18397,39,63
18398,39,58
18399,35,56
18400,33,59
18401,41,60
18402,43,89
18403,80,149
18404,115,191
18405,132,192
18406,130,185
18407,123,203
18408,137,229
18409,152,252
18410,154,242
18411,152,236
18412,149,264
18413,161,254
18414,134,92
18415,44,103
18416,68,120
18417,89,140
18418,95,143
18419,93,146
18420,92,166
18421,139,173
18422,118,178
18423,114,190
18424,153,197
18425,154,204
18426,156,200
18427,118,226
18428,145,208
18429,106,173
18430,98,178
18431,117,189
18432,124,204
18433,124,210
18434,169,191
18435,156,195
18436,142,199
18437,125,221
18438,162,79
18439,64,74
18440,73,77
18441,57,101
18442,80,117
18443,76,124
18444,84,126
18445,77,112
18446,64,99
18447,65,95
18448,59,103
18449,68,124
18450,87,143
18451,95,156
18452,105,170
18453,114,189
18454,128,187
18455,124,186
18456,122,186
18457,120,187
18458,121,191
18459,118,194
18460,121,204
18461,129,199
18462,116,116
18463,61,131
18464,78,152
18465,87,146
18466,85,156
18467,93,175
18468,105,166
18469,96,189
18470,93,198
18471,108,199
18472,130,204
18473,151,213
18474,137,221
18475,125,231
18476,128,235
18477,122,202
18478,105,192
18479,113,218
18480,130,220
18481,122,202
18482,145,208
18483,137,218
18484,134,228
18485,137,221
18486,143,217
18487,129,219
18488,111,213
18489,137,212
18490,122,212
18491,116,215
18492,135,218
18493,138,219
18494,138,228
18495,146,233
18496,142,244
18497,160,256
18498,149,226
18499,116,222
18500,122,194
18501,107,166
18502,84,181
18503,112,234
18504,135,221
18505,121,195
18506,119,184
18507,113,170
18508,99,175
18509,103,242
18510,165,235
18511,132,215
18512,111,206
18513,114,225
18514,133,215
18515,120,212
18516,114,222
18517,129,208
18518,113,203
18519,111,212
18520,134,230
18521,137,233
18522,130,249
18523,145,249
18524,147,237
18525,98,246
18526,163,256
18527,149,289
18528,162,297
18529,155,293
18530,153,289
18531,147,285
18532,149,226
18533,105,198
18534,122,204
18535,123,210
18536,123,210
18537,126,211
18538,128,215
18539,129,221
18540,132,217
18541,133,212
18542,124,199
18543,115,200
18544,131,200
18545,123,199
18546,129,203
18547,103,252
18548,126,267
18549,175,271
18550,167,263
18551,152,270
18552,147,272
18553,153,260
18554,152,264
18555,155,246
18556,134,221
18557,126,261
18558,206,245
18559,169,253
18560,172,230
18561,163,225
18562,146,221
18563,148,228
18564,159,233
18565,167,235
18566,160,235
18567,171,242
18568,169,242
18569,166,250
18570,156,235
18571,117,222
18572,155,191
18573,105,179
18574,112,210
18575,126,237
18576,157,225
18577,153,208
18578,132,204
18579,131,187
18580,114,178
18581,111,220
18582,158,217
18583,140,208
18584,129,208
18585,142,211
18586,128,212
18587,128,212
18588,145,220
18589,151,221
18590,141,225
18591,150,228
18592,149,226
18593,146,241
18594,146,250
18595,148,228
18596,129,210
18597,120,183
18598,100,170
18599,96,213
18600,131,221
18601,137,203
18602,125,187
18603,114,185
18604,106,181
18605,103,231
18606,162,231
18607,141,229
18608,143,230
18609,136,239
18610,138,235
18611,145,242
18612,147,239
18613,150,242
18614,155,242
18615,162,245
18616,162,246
18617,141,246
18618,127,227
18619,134,237
18620,154,264
18621,164,260
18622,155,256
18623,162,253
18624,164,264
18625,167,272
18626,162,247
18627,136,233
18628,123,229
18629,127,172
18630,92,172
18631,102,179
18632,102,185
18633,115,187
18634,103,179
18635,90,181
18636,127,191
18637,118,198
18638,131,195
18639,134,207
18640,136,211
18641,134,208
18642,129,195
18643,110,179
18644,124,164
18645,104,166
18646,105,175
18647,111,215
18648,153,258
18649,167,242
18650,142,235
18651,110,220
18652,121,228
18653,126,271
18654,227,266
18655,180,258
18656,157,220
18657,140,218
18658,126,212
18659,122,215
18660,139,217
18661,141,221
18662,136,221
18663,150,229
18664,152,228
18665,138,235
18666,132,224
18667,128,207
18668,113,185
18669,97,185
18670,106,212
18671,120,234
18672,141,222
18673,137,215
18674,132,207
18675,125,206
18676,120,199
18677,115,227
18678,168,229
18679,147,224
18680,133,222
18681,130,218
18682,130,225
18683,129,225
18684,129,221
18685,134,217
18686,130,208
18687,111,198
18688,109,197
18689,113,195
18690,110,197
18691,111,195
18692,116,179
18693,107,172
18694,103,195
18695,139,255
18696,160,267
18697,165,260
18698,150,256
18699,161,327
18700,191,303
18701,162,246
18702,182,233
18703,158,229
18704,162,220
18705,154,204
18706,137,206
18707,139,210
18708,158,211
18709,163,215
18710,160,219
18711,172,228
18712,167,227
18713,148,233
18714,152,228
18715,130,211
18716,120,190
18717,104,161
18718,104,195
18719,152,234
18720,150,229
18721,147,224
18722,148,212
18723,125,197
18724,112,179
18725,103,199
18726,155,204
18727,121,202
18728,125,199
18729,117,200
18730,126,206
18731,131,212
18732,142,217
18733,142,229
18734,140,228
18735,142,220
18736,133,228
18737,142,237
18738,149,236
18739,140,240
18740,142,235
18741,147,235
18742,138,230
18743,142,215
18744,136,225
18745,127,239
18746,160,225
18747,128,217
18748,125,218
18749,117,239
18750,170,228
18751,140,236
18752,140,222
18753,139,220
18754,126,219
18755,123,221
18756,135,221
18757,142,233
18758,134,226
18759,141,236
18760,143,230
18761,139,252
18762,141,246
18763,138,231
18764,127,208
18765,109,172
18766,78,194
18767,113,240
18768,134,231
18769,136,225
18770,128,210
18771,126,195
18772,114,189
18773,112,189
18774,115,183
18775,106,159
18776,93,208
18777,131,161
18778,74,33
18779,10,13
18780,8,9
18781,7,3
18782,7,8
18783,7,5
18784,7,10
18785,7,13
18786,8,22
18787,12,15
18788,12,11
18789,24,3
18790,13,3
18791,65,15
18792,14,10
18793,15,11
18794,15,24
18795,28,32
18796,24,18
18797,15,203
18798,120,200
18799,107,186
18800,87,203
18801,92,138
18802,55,124
18803,59,124
18804,75,176
18805,105,107
18806,46,54
18807,25,51
18808,30,37
18809,25,37
18810,22,32
18811,20,27
18812,20,24
18813,20,22
18814,23,27
18815,29,26
18816,30,75
18817,49,56
18818,26,15
18819,13,8
18820,13,5
18821,12,148
18822,98,42
18823,19,29
18824,26,17
18825,13,8
18826,8,14
18827,14,31
18828,23,29
18829,23,51
18830,36,114
18831,60,114
18832,56,68
18833,28,27
18834,19,33
18835,23,32
18836,23,31
18837,24,29
18838,32,37
18839,37,44
18840,33,50
18841,37,13
18842,11,5
18843,9,4
18844,10,5
18845,10,172
18846,127,163
18847,100,130
18848,71,112
18849,56,124
18850,51,24
18851,9,5
18852,7,8
18853,7,5
18854,7,7
18855,7,5
18856,7,10
18857,9,11
18858,8,22
18859,12,20
18860,15,19
18861,19,26
18862,20,23
18863,23,27
18864,32,13
18865,17,14
18866,16,16
18867,18,26
18868,22,19
18869,17,172
18870,114,146
18871,81,122
18872,62,108
18873,54,117
18874,51,107
18875,31,19
18876,8,4
18877,6,5
18878,7,8
18879,7,5
18880,7,11
18881,9,11
18882,10,16
18883,12,20
18884,15,20
18885,18,27
18886,18,19
18887,20,40
18888,34,47
18889,29,13
18890,12,15
18891,14,29
18892,28,33
18893,28,234
18894,118,212
18895,100,204
18896,96,208
18897,103,208
18898,97,202
18899,93,146
18900,49,16
18901,7,10
18902,7,9
18903,8,11
18904,8,11
18905,8,13
18906,9,21
18907,15,21
18908,16,20
18909,19,24
18910,27,51
18911,44,68
18912,46,88
18913,47,87
18914,49,63
18915,41,53
18916,40,32
18917,21,218
18918,74,142
18919,51,114
18920,45,60
18921,16,8
18922,7,5
18923,6,4
18924,6,5
18925,6,7
18926,7,8
18927,7,11
18928,7,7
18929,6,7
18930,6,3
18931,6,3
18932,6,4
18933,6,10
18934,6,5
18935,6,11
18936,11,13
18937,11,10
18938,9,5
18939,8,5
18940,9,5
18941,9,210
18942,135,204
18943,121,156
18944,66,176
18945,86,129
18946,44,20
18947,5,8
18948,5,5
18949,5,3
18950,6,3
18951,6,5
18952,6,5
18953,7,11
18954,7,11
18955,9,13
18956,10,15
18957,13,11
18958,11,23
18959,17,18
18960,18,21
18961,20,19
18962,18,21
18963,15,22
18964,19,11
18965,14,297
18966,168,275
18967,141,179
18968,66,105
18969,29,61
18970,16,23
18971,8,8
18972,6,5
18973,6,3
18974,5,5
18975,6,7
18976,6,5
18977,6,5
18978,6,5
18979,5,5
18980,6,8
18981,6,3
18982,6,5
18983,7,9
18984,9,15
18985,13,16
18986,15,18
18987,12,11
18988,10,5
18989,9,164
18990,99,166
18991,92,161
18992,82,152
18993,70,147
18994,55,91
18995,19,7
18996,5,14
18997,6,4
18998,6,7
18999,6,8
19000,6,11
19001,8,15
19002,9,21
19003,10,16
19004,11,22
19005,17,21
19006,21,23
19007,27,39
19008,30,58
19009,31,59
19010,23,13
19011,13,14
19012,16,18
19013,14,230
19014,159,244
19015,134,230
19016,109,215
19017,91,218
19018,90,172
19019,56,13
19020,6,7
19021,5,5
19022,6,3
19023,6,5
19024,6,11
19025,8,14
19026,10,14
19027,11,17
19028,14,21
19029,17,24
19030,20,24
19031,27,37
19032,44,3
19033,18,26
19034,23,21
19035,19,45
19036,41,45
19037,27,181
19038,96,169
19039,87,133
